,history_generator_loss,history_discriminator_loss
0,0.6853241920471191,1.3863188028335571
1,0.6806775331497192,1.3931231498718262
2,0.6818755865097046,1.389805793762207
3,0.6822004318237305,1.3860520124435425
4,0.6825590133666992,1.3817336559295654
5,0.6788350939750671,1.381808876991272
6,0.6758103370666504,1.3794326782226562
7,0.6762967109680176,1.3761982917785645
8,0.6761795282363892,1.36393141746521
9,0.6766183376312256,1.3585779666900635
10,0.6785662770271301,1.3504490852355957
11,0.6803656220436096,1.3461461067199707
12,0.6780191659927368,1.3367588520050049
13,0.6773579120635986,1.3331453800201416
14,0.6783322095870972,1.3239898681640625
15,0.6697968244552612,1.3309541940689087
16,0.6702321171760559,1.3207154273986816
17,0.6720187664031982,1.3141764402389526
18,0.6721088886260986,1.3036425113677979
19,0.66922527551651,1.3081175088882446
20,0.6663453578948975,1.3067283630371094
21,0.6669507026672363,1.2923396825790405
22,0.667364239692688,1.2840490341186523
23,0.6681114435195923,1.2773857116699219
24,0.6686050891876221,1.2588119506835938
25,0.6678054332733154,1.2450751066207886
26,0.6661518216133118,1.231116771697998
27,0.6510517597198486,1.241614580154419
28,0.641980767250061,1.2305676937103271
29,0.6203759908676147,1.2831072807312012
30,0.6039488315582275,1.2895811796188354
31,0.5846739411354065,1.299058198928833
32,0.5671972036361694,1.3153657913208008
33,0.546500563621521,1.3421688079833984
34,0.5323892831802368,1.36525297164917
35,0.5203825235366821,1.379928469657898
36,0.506816565990448,1.4228284358978271
37,0.4985277056694031,1.4444842338562012
38,0.49359121918678284,1.451526403427124
39,0.4805780351161957,1.4948158264160156
40,0.4803406894207001,1.5118440389633179
41,0.472909152507782,1.534277081489563
42,0.4649975597858429,1.5621390342712402
43,0.4592517614364624,1.5887073278427124
44,0.4613386392593384,1.602475643157959
45,0.4588737487792969,1.6180779933929443
46,0.4568846821784973,1.6505008935928345
47,0.45753681659698486,1.6557114124298096
48,0.46054476499557495,1.652494192123413
49,0.4595472514629364,1.6652804613113403
50,0.47291100025177,1.6307423114776611
51,0.4789363145828247,1.6292328834533691
52,0.4968029856681824,1.5887924432754517
53,0.5128980875015259,1.565038800239563
54,0.5236702561378479,1.5414514541625977
55,0.5381842851638794,1.5220247507095337
56,0.5591170787811279,1.4856549501419067
57,0.5785861611366272,1.4592463970184326
58,0.5994985699653625,1.4272596836090088
59,0.6158220767974854,1.4017775058746338
60,0.6353784799575806,1.374044418334961
61,0.6596792340278625,1.3412096500396729
62,0.6786251664161682,1.3153388500213623
63,0.6995738744735718,1.301459789276123
64,0.7186675071716309,1.271986484527588
65,0.7372086048126221,1.2459425926208496
66,0.7593512535095215,1.2270452976226807
67,0.7802304029464722,1.1919758319854736
68,0.8046356439590454,1.1690690517425537
69,0.8281365036964417,1.1406447887420654
70,0.8534666299819946,1.0953013896942139
