,history_gan_loss,history_critic_neg_loss,history_critic_pos_loss
0,-1.4796116352081299,-0.9685051441192627,0.2747612655162811
1,-1.472963571548462,-1.8056348323822022,1.9653857946395874
2,-1.5106885433197021,-1.8834383964538575,2.036225700378418
3,-1.7722305059432983,-1.9403457164764404,1.9983094215393067
4,-0.8995674252510071,-2.093330144882202,2.104543352127075
5,-0.5670143961906433,-2.0812589645385744,1.9418708324432372
6,-1.0872688293457031,-2.4011518001556396,1.4556520819664
7,-0.07547015696763992,-2.687462329864502,1.9467975854873658
8,0.3182004392147064,-2.9812198638916017,1.5040620364248753
9,0.12311197817325592,-3.2036592960357666,0.49882631599903104
10,0.180746391415596,-4.063907289505005,-0.583310604095459
11,0.02241073176264763,-4.590185737609863,0.5278092861175537
12,-0.1782584935426712,-5.198299503326416,0.2842800170183182
13,-0.24848374724388123,-6.42233943939209,-0.5480235040187835
14,-0.31357574462890625,-6.809317493438721,0.693553538620472
15,-0.5224407315254211,-7.95721664428711,0.18465543538331985
16,-0.5756344795227051,-8.905470275878907,0.11378376707434654
17,-0.7322672605514526,-9.520850563049317,1.200118786096573
18,-0.7256072759628296,-10.943096923828126,0.855568939447403
19,-0.8704965710639954,-12.228192329406738,0.6964074909687042
20,-0.9375076293945312,-13.541341400146484,0.7562332510948181
21,-0.9989141225814819,-14.235039901733398,1.03777072429657
22,-1.0734920501708984,-15.938465881347657,1.2413880109786988
23,-1.0868662595748901,-16.99432830810547,0.955066442489624
24,-1.1503541469573975,-18.87186393737793,1.492266631126404
25,-1.1909345388412476,-19.52416534423828,1.2020958185195922
26,-1.2495641708374023,-20.979748916625976,1.7105551958084106
27,-1.3229420185089111,-22.71082649230957,1.5552297592163087
28,-1.4109145402908325,-23.719079971313477,1.9349047422409058
29,-1.382441520690918,-24.74044303894043,2.114686632156372
30,-1.4487324953079224,-26.880725860595703,2.2551119565963744
31,-1.4912786483764648,-28.711549758911133,1.9975383520126342
32,-1.6470979452133179,-28.455311965942382,2.1147169351577757
33,-1.6748363971710205,-30.16491241455078,2.2620150327682493
34,-2.7611923217773438,-31.047663497924805,3.6927228450775145
35,-2.145167589187622,-32.75317611694336,5.046458625793457
36,-2.8141539096832275,-34.70413360595703,3.977978992462158
37,-2.563843250274658,-35.94749908447265,3.710101318359375
38,-3.200120210647583,-36.778602600097656,3.9320472717285155
39,-3.0221543312072754,-41.17271499633789,3.5586727142333983
40,-2.275226593017578,-40.854985046386716,3.414196825027466
41,-2.2571706771850586,-40.57064208984375,3.074397611618042
42,-2.8053138256073,-41.40763397216797,4.375096225738526
43,-2.459243059158325,-45.791954040527344,4.607381153106689
44,-2.6009907722473145,-50.98507537841797,3.605199193954468
45,-2.894606351852417,-48.24100189208984,3.8861164093017577
46,-2.8506290912628174,-50.28276672363281,5.343702220916748
47,-2.9548449516296387,-51.80657730102539,4.662532472610474
48,-2.8584542274475098,-53.43920669555664,3.6950315475463866
49,-2.9992949962615967,-57.397980499267575,5.965644264221192
50,-2.999601364135742,-60.17902374267578,4.081261491775512
51,-3.1806089878082275,-59.2185920715332,4.754531764984131
52,-4.10366678237915,-60.37452392578125,5.716223907470703
53,-3.34063720703125,-61.97148818969727,5.95094051361084
54,-3.926738739013672,-63.617699432373044,6.5854236602783205
55,-3.8582663536071777,-66.80066833496093,6.051733064651489
56,-3.8021092414855957,-65.30706329345703,4.974557018280029
57,-3.786165714263916,-68.27878646850586,4.454426097869873
58,-4.240867614746094,-71.34936218261718,5.742248630523681
59,-3.933177947998047,-78.27024993896484,6.126876544952393
