,history_gan_loss,history_critic_neg_loss,history_critic_pos_loss
0,21.01089859008789,-61.614111328125,-25.158998489379883
1,23.025775909423828,-69.94812927246093,-27.47267723083496
2,21.973087310791016,-68.68096618652343,-27.081284713745116
3,22.70803451538086,-70.79420928955078,-26.18421859741211
4,24.390405654907227,-70.66742095947265,-24.494480514526366
5,21.63019561767578,-69.71039962768555,-27.314494323730468
6,20.833932876586914,-71.06970672607422,-24.39398193359375
7,18.24954605102539,-72.69831237792968,-28.579020309448243
8,24.14937973022461,-70.07887725830078,-27.93854675292969
9,23.79918670654297,-69.0866714477539,-24.997795867919923
10,18.66889190673828,-70.10370788574218,-28.862943267822267
11,19.119876861572266,-67.88135833740235,-27.4760684967041
12,22.435245513916016,-71.3813591003418,-29.320829772949217
13,19.949935913085938,-71.8227310180664,-29.21210632324219
14,22.348648071289062,-68.56534347534179,-27.96456184387207
15,17.380733489990234,-72.46825408935547,-29.200793075561524
16,19.947425842285156,-68.438525390625,-27.429126739501953
17,18.301362991333008,-69.62517395019532,-29.10690231323242
18,21.603130340576172,-70.84800720214844,-28.75585060119629
19,20.35564422607422,-66.96073150634766,-27.73891258239746
20,16.395782470703125,-72.59286041259766,-28.57315101623535
21,13.627570152282715,-71.25700378417969,-28.540929794311523
22,12.500767707824707,-66.85322799682618,-28.675247955322266
23,17.620328903198242,-73.00645599365234,-28.021154403686523
24,11.158191680908203,-64.58783721923828,-28.066641998291015
25,18.20428466796875,-71.65667114257812,-27.052910995483398
26,18.214794158935547,-68.05879821777344,-30.263093185424804
27,22.394739151000977,-70.27843170166015,-28.0551815032959
28,17.43688201904297,-76.3695297241211,-28.71863899230957
29,18.16299057006836,-74.21520080566407,-29.56097984313965
30,15.00793170928955,-70.8583480834961,-30.180634689331054
31,16.435604095458984,-68.48079986572266,-27.620434951782226
32,15.738912582397461,-70.1842758178711,-30.075498962402342
33,27.4012451171875,-63.192847442626956,-28.43543701171875
34,20.574413299560547,-72.46791305541993,-28.992012786865235
35,13.944412231445312,-72.43482513427735,-27.706938552856446
36,14.317854881286621,-73.75455474853516,-30.017313766479493
37,15.963375091552734,-61.892636108398435,-29.279815673828125
38,16.072547912597656,-69.16219482421874,-30.240160751342774
39,14.055572509765625,-66.6143310546875,-28.792264556884767
40,13.228034019470215,-70.92380065917969,-30.310629272460936
41,16.01546859741211,-74.5507598876953,-29.826970291137695
42,16.828275680541992,-72.85902557373046,-27.848949432373047
43,14.833240509033203,-73.12387084960938,-28.312374114990234
44,17.633331298828125,-72.01819610595703,-27.254613876342773
45,15.267910957336426,-70.69537506103515,-28.71454620361328
46,18.616134643554688,-70.2253646850586,-29.341119003295898
47,23.596210479736328,-76.48261108398438,-29.08184394836426
48,17.95586395263672,-75.17127227783203,-28.57841796875
49,18.410919189453125,-73.00638122558594,-29.38268280029297
50,19.657756805419922,-70.68580932617188,-27.31052436828613
51,17.049903869628906,-75.70857391357421,-28.974462509155273
52,16.89480972290039,-70.8611831665039,-29.250294876098632
53,14.95154857635498,-75.12998657226562,-28.14926872253418
54,13.647136688232422,-69.82674026489258,-30.57409248352051
55,17.441402435302734,-74.62398681640624,-28.31432189941406
56,16.102109909057617,-77.16580200195312,-28.47663269042969
57,14.534098625183105,-75.47103271484374,-27.554637908935547
58,13.039366722106934,-71.50453338623046,-29.73244743347168
59,12.824187278747559,-73.03409271240234,-29.13928642272949
60,14.070564270019531,-74.06714630126953,-29.021605682373046
61,14.000007629394531,-69.84328155517578,-28.617655944824218
62,18.890460968017578,-73.54945678710938,-28.548214721679688
63,15.672523498535156,-74.45238037109375,-30.11322135925293
64,19.69141387939453,-73.23200225830078,-29.04372634887695
65,18.210058212280273,-75.14485931396484,-28.312071990966796
66,15.395246505737305,-76.71353302001953,-29.907648849487305
67,13.433748245239258,-72.4452018737793,-28.132774353027344
68,20.80164909362793,-76.68303680419922,-29.653645324707032
69,17.489334106445312,-65.95597763061524,-29.187162399291992
70,16.274749755859375,-70.89803314208984,-29.200777435302733
71,15.355294227600098,-76.24898223876953,-29.522902297973634
72,18.401927947998047,-75.7698974609375,-29.617370986938475
73,12.34889030456543,-73.05901107788085,-30.103117752075196
74,13.94841480255127,-76.83803863525391,-30.820015716552735
75,15.667558670043945,-76.58424530029296,-29.933341598510744
76,14.853036880493164,-77.37053070068359,-30.52561225891113
77,11.83993911743164,-74.15607147216797,-30.72192268371582
78,12.280436515808105,-76.76351318359374,-29.97018394470215
79,10.82529354095459,-74.56828918457032,-30.570851516723632
80,10.945866584777832,-79.47770538330079,-30.73854637145996
81,13.449023246765137,-64.4059211730957,-28.985126113891603
82,12.303661346435547,-78.66180419921875,-30.670974349975587
83,13.757438659667969,-77.13029174804687,-30.175750732421875
84,11.479219436645508,-75.8284912109375,-29.850553512573242
85,11.36606502532959,-77.79956817626953,-26.980685806274415
86,10.978666305541992,-67.45989379882812,-31.7783145904541
87,13.674437522888184,-66.5400177001953,-30.36528778076172
88,12.956829071044922,-75.1390396118164,-31.370562744140624
89,11.379193305969238,-75.3495590209961,-30.568052291870117
90,12.400382995605469,-74.33545150756837,-31.5972957611084
91,11.712898254394531,-76.49810791015625,-31.644677734375
92,12.368721961975098,-78.67535858154297,-31.35230484008789
93,12.879805564880371,-68.07617111206055,-31.241505432128907
94,14.62043571472168,-68.68189849853516,-32.70736312866211
95,18.012670516967773,-70.45123748779297,-31.201379776000977
96,13.721899032592773,-74.71439819335937,-31.654251098632812
97,9.806480407714844,-72.2341537475586,-32.34133644104004
98,10.514610290527344,-71.0978759765625,-32.28822402954101
99,9.534391403198242,-71.80329132080078,-32.37302360534668
100,8.699337005615234,-76.37802276611328,-32.50444641113281
101,11.532938003540039,-79.81807250976563,-33.37516555786133
102,11.661308288574219,-69.17891235351563,-31.5937801361084
103,7.330172538757324,-77.89496612548828,-33.53016815185547
104,11.294792175292969,-70.3552749633789,-31.961634826660156
105,10.911199569702148,-77.91722259521484,-33.04887504577637
106,8.870546340942383,-78.79296417236328,-32.93185615539551
107,11.133904457092285,-78.0555435180664,-33.57313995361328
108,17.37472152709961,-78.43423461914062,-33.1350040435791
109,15.01974868774414,-68.94759216308594,-33.23557357788086
110,10.672769546508789,-78.26079711914062,-33.1450553894043
111,12.629825592041016,-80.43599395751953,-32.97771530151367
112,15.627036094665527,-80.28106994628907,-33.305329132080075
113,17.92373275756836,-71.35585174560546,-32.29943580627442
114,13.093767166137695,-69.54898223876953,-32.7505500793457
115,15.73985767364502,-75.26647491455078,-33.39044342041016
116,15.585906982421875,-78.84819946289062,-33.943060302734374
117,18.21872329711914,-75.31686553955078,-35.22340850830078
118,13.33678913116455,-79.40223693847656,-34.24667205810547
119,11.626141548156738,-77.21181030273438,-34.988504028320314
120,12.11856460571289,-79.2661376953125,-33.651465606689456
121,10.710683822631836,-80.48329162597656,-34.2551155090332
122,11.640996932983398,-71.62691650390624,-34.44770965576172
123,12.645883560180664,-78.76959075927735,-34.264051055908205
124,20.642349243164062,-81.70588836669921,-34.798360443115236
125,14.702204704284668,-69.28660659790039,-35.18387680053711
126,9.654521942138672,-83.33439636230469,-34.432665252685545
127,8.106704711914062,-77.3142105102539,-35.1249137878418
128,9.183502197265625,-81.95067901611328,-34.96495819091797
129,20.480239868164062,-78.91781463623047,-34.31495056152344
130,19.70168113708496,-81.40321655273438,-33.31664123535156
131,11.610931396484375,-78.53260955810546,-34.365987396240236
132,9.584762573242188,-81.22793579101562,-34.62287902832031
133,9.125215530395508,-78.65649871826172,-35.25574722290039
134,13.247966766357422,-72.18835144042968,-34.64476318359375
135,14.673649787902832,-80.23146362304688,-33.94375648498535
136,16.901256561279297,-78.11947479248047,-34.1185905456543
137,16.830158233642578,-72.42251739501953,-35.03571090698242
138,13.101243019104004,-78.34774780273438,-34.21396179199219
139,11.257014274597168,-73.66900787353515,-35.831757354736325
140,11.001958847045898,-78.64661254882813,-35.824919891357425
141,7.424957752227783,-80.19470672607422,-34.97504425048828
142,9.48451042175293,-77.9208251953125,-34.317718505859375
143,8.172645568847656,-74.43113784790039,-35.02757568359375
144,8.441301345825195,-80.00844268798828,-34.24450531005859
145,8.28390121459961,-81.54373779296876,-35.46675262451172
146,6.959706783294678,-76.60989379882812,-35.36699523925781
147,6.703027725219727,-80.69283447265624,-35.554290771484375
148,13.105274200439453,-74.96810760498047,-35.30254898071289
149,11.333099365234375,-81.68569641113281,-36.06927719116211
150,26.871408462524414,-72.72311096191406,-35.18306274414063
151,18.602386474609375,-84.18333587646484,-34.757276153564455
152,20.04061508178711,-83.06470642089843,-34.14317398071289
153,17.708663940429688,-82.00581970214844,-31.96829948425293
154,10.991232872009277,-76.59002075195312,-34.402262115478514
155,10.240411758422852,-83.19770812988281,-35.2955810546875
156,10.031932830810547,-81.6044937133789,-34.27632637023926
157,7.954742908477783,-79.9722900390625,-36.72410202026367
158,8.09257698059082,-77.37566833496093,-35.4044921875
159,28.150390625,-74.82124404907226,-35.22779769897461
160,18.48504638671875,-84.17736053466797,-34.745611572265624
161,13.6422758102417,-82.40062866210937,-35.582401275634766
162,10.20208740234375,-83.46175384521484,-35.178704833984376
163,10.06320571899414,-83.15093078613282,-36.01610260009765
164,24.512704849243164,-80.12579193115235,-34.74898681640625
165,14.527082443237305,-84.25727844238281,-35.02598838806152
166,14.047080993652344,-82.17835845947266,-32.80899429321289
167,16.048725128173828,-79.54310913085938,-35.64893798828125
168,14.10249137878418,-77.92366180419921,-34.64182357788086
169,14.317127227783203,-80.15363922119141,-36.358707427978516
170,12.148714065551758,-82.10997924804687,-35.51531448364258
171,10.440258026123047,-80.07782592773438,-35.686910247802736
172,12.551591873168945,-75.43051300048828,-35.74162216186524
173,11.305212020874023,-80.7750259399414,-35.296495819091795
174,14.494342803955078,-81.47658996582031,-36.207524108886716
175,16.23238182067871,-80.74600830078126,-35.24292182922363
176,13.38292121887207,-83.16889953613281,-34.36904602050781
177,9.61465835571289,-82.14205780029297,-36.028211212158205
178,12.158863067626953,-84.04740142822266,-35.74000625610351
179,17.009614944458008,-74.081103515625,-35.57503204345703
180,11.242340087890625,-84.28634033203124,-36.37793807983398
181,7.407827377319336,-79.69569244384766,-35.27818984985352
182,9.204351425170898,-80.21736450195313,-35.74237213134766
183,15.570610046386719,-77.37303466796875,-35.9472541809082
184,18.773319244384766,-84.08674468994141,-36.41889114379883
185,20.072772979736328,-83.66936492919922,-34.96851119995117
